textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
Mantap sekali si indonesia bisa ada acara kayak gini,@ostaramadania0152,0,2024-07-08 11:55:33,mantap sekali si indonesia bisa ada acara seperti gini,,positive,0.6395668489042181,positive,0.9952,positive
"Jujur ini acaranya mirip kyk acara yg di variety show korea selatan, tapi gk nyangka di Indonesia bisa jga dan sangat hebat sih semua yg berpartisipasi. Semoga semakin banyak acara begini ya dan semoga nantinya bisa tambah besar dgn di dukung oleh pemerintah jga ❤😇",@viviafrianti1535,23,2024-07-08 11:59:08,jujur ini acaranya mirip seperti acara yang di variety show korea selatan tapi tidak nyangka di indonesia bisa juga dan sangat hebat sih semua yang berpartisipasi semoga semakin banyak acara begini ya dan semoga nantinya bisa tambah besar dengan di dukung oleh pemerintah juga,,positive,0.7793628281511018,positive,0.9923,positive
Hawanya sampe sini,@muliaafriadi2306,0,2024-07-08 11:59:49,hawanya sampe sini,,positive,0.540557484350615,negative,0.8817,negative
ini ada soal pdf nya ga yaaa 😅,@rizky.restiana1389,0,2024-07-08 12:00:52,ini ada soal pdf nya tidak yaa,,neutral,0.4612022886079033,neutral,0.9727,neutral
Trofi ucl itu min?😂,@zikraalqawiy7018,0,2024-07-08 12:04:54,trofi ucl itu min,,neutral,0.3619949537229233,neutral,0.9099,neutral
itu voucher alfa emang bisa dipake buat nambahin jajan pas kuliah?,@anastasiamagdalena7358,0,2024-07-08 12:05:33,itu voucher alfa emang bisa dipake buat nambahin jajan pas kuliah,,positive,0.5436649418971572,neutral,0.9267,neutral
Ko Alfie Aya acin ya temen anak bos aku dulu waktu kerja.,@NajwaCell-s7w,0,2024-07-08 12:05:50,ko alfie aya acin ya temen anak bos aku dulu waktu kerja,,neutral,0.4148051958320504,neutral,0.6944,neutral
"acara gini seru,, kadang ikut kesel, sebel, iri, emosi campur aduk 😂😂 pdhl yg lagi lomba org lain",@siska0974,0,2024-07-08 12:07:42,acara gini seru kadang ikut kesel sebel iri emosi campur aduk pdhl yang lagi lomba orang lain,,positive,0.7537259565507496,positive,0.9864,positive
Pliss acaranya keren bangatt huhu smoga ada trus tiap tahun yaa.,@alnibustami,1,2024-07-08 12:11:14,pliss acaranya keren bangatt huhu smoga ada trus tiap tahun yaa,,positive,0.705626195806441,positive,0.9948,positive
"Biar ada acuan buat pinter, walau hanya angan.. Yang penting ada kemauan.. Wkwkwk",@mpsputri5839,0,2024-07-08 12:14:47,biar ada acuan buat pinter walau hanya angan yang penting ada kemauan wkwkwk,,neutral,0.3567873668784793,positive,0.9239,positive
Acara yg begini nih harusnya lbh dominan dripda yg menye menye.. yakin seneng bgt lihat org pinter,@fetynoorathaya,2,2024-07-08 12:17:00,acara yang begini nih harusnya lebih dominan dripda yang menye menye yakin seneng banget lihat orang pinter,,positive,0.686447568586341,positive,0.9843,positive
Where can we watch with English subtitles?,@mcel671,0,2024-07-08 12:21:19,where can we watch with english subtitles,,neutral,0.6466063254246533,neutral,0.9672,neutral
AYANOKOJI harus ikut ini si,@AnwarMahmud,0,2024-07-08 12:26:10,ayanokoji harus ikut ini si,,neutral,0.4607524122458756,neutral,0.6491,neutral
"Keren banget 😢 penontonnya 6 juta kurang dari 2minggu, semoga bisa jadi motivasi buat anak anak Indonesia, dan semoga makin banyak acara acara keren kyk gini ❤",@nctzen13_14,16,2024-07-08 12:31:28,keren banget penontonnya juta kurang dari minggu semoga bisa jadi motivasi buat anak anak indonesia dan semoga makin banyak acara acara keren seperti gini,,positive,0.9143206735918764,positive,0.9952,positive
semoga anak2 aku pinter kyak mrk dan berbudi pekerti yg baik Aamiin,@lalajh6679,0,2024-07-08 12:33:20,semoga anak aku pinter kyak mrk dan berbudi pekerti yang baik aamiin,,positive,0.6167968475037132,positive,0.9828,positive
"kereeennn bangeeettt emang ruang guruu ,, aku nnton university war korea dan berdoa semoga ada versi indonesianya... dan akhirnya ruang guru jadi pelopor indonesia nyaaaa...... kereeennnnnnnn ,, org indonesia juga pada kereennn.. cerdas.. pinter2 kaannn🎉",@ujangjumara8475,27,2024-07-08 12:33:31,kereenn bangeett emang ruang guruu aku nnton university war korea dan berdoa semoga ada versi indonesianya dan akhirnya ruang guru jadi pelopor indonesia nyaa kereenn orang indonesia juga pada kereenn cerdas pinter kaann,,positive,0.7823492509775138,positive,0.9921,positive
𝙲𝚕𝚊𝚜𝚜 𝚘𝚏 𝚌𝚑𝚊𝚗𝚙𝚒𝚘𝚗 𝚟𝚎𝚛𝚜𝚒 𝚊𝚗𝚊𝚔 𝙵𝚒𝚕𝚜𝚊𝚏𝚊𝚝 𝙿𝚘𝚕𝚒𝚝𝚒𝚔 𝙳𝚘𝚗𝚐 𝙱𝚒𝚊𝚛 𝙿𝚊𝚍𝚊 𝚍𝚎𝚋𝚊𝚝 😅😂😂,@SanjiALHasyim,1,2024-07-08 12:38:59,𝙲𝚕𝚊𝚜𝚜 𝚘𝚏 𝚌𝚑𝚊𝚗𝚙𝚒𝚘𝚗 𝚟𝚎𝚛𝚜𝚒 𝚊𝚗𝚊𝚔 𝙵𝚒𝚕𝚜𝚊𝚏𝚊𝚝 𝙿𝚘𝚕𝚒𝚝𝚒𝚔 𝙳𝚘𝚗𝚐 𝙱𝚒𝚊𝚛 𝙿𝚊𝚍𝚊 𝚍𝚎𝚋𝚊𝚝,,neutral,0.3716076679451141,neutral,0.6603,neutral
Ikut tegang nontonx😮,@lailatulqomariah7410,0,2024-07-08 12:40:50,ikut tegang nontonx,,neutral,0.4425726055814085,negative,0.7801,negative
Boleh ga sii kita liat soalnya jugaa,@Crazygura,0,2024-07-08 12:40:56,boleh tidak sii kita liat soalnya jugaa,,negative,0.6039235247300242,neutral,0.7704,neutral
WIHH ADA ORANG LAMONGAN🎉🎉🎉🎉🎉,@rahmadzubayu,0,2024-07-08 12:46:45,wihh ada orang lamongan,,neutral,0.6149557087776713,neutral,0.9021,neutral
Thanks,@intanresmiadi777,0,2024-07-08 12:47:58,thanks,,neutral,0.3716076679451141,positive,0.9879,positive
Nangisin org pinter😢,@rizkyayumelati859,1,2024-07-08 12:49:55,nangisin orang pinter,,positive,0.6295942989881568,positive,0.7808,positive
gman nasib anak tetangga 😭,@petrichor1313,0,2024-07-08 12:50:18,gman nasib anak tetangga,,neutral,0.5606507619623938,neutral,0.9766,neutral
"Kakkk km kerenn gpp gausa nngis, ❤❤❤❤❤❤❤",@ichaauliya2885,0,2024-07-08 12:54:36,kakk km kerenn gpp gausa nngis,,positive,0.7635659682831588,positive,0.9772,positive
Semoga kampus2 kecil juga bisa berpartisipasi jika ada next season 😊😊😊 Terimakasih Ruang Guru .. suka banget sama COC ❤,@delfifitriaramadhani6537,0,2024-07-08 12:55:05,semoga kampus kecil juga bisa berpartisipasi jika ada next season terimakasih ruang guru suka banget sama coc,,positive,0.7994631771198172,positive,0.9896,positive
Indonesia butuh acara berkelas,@ekyrachman2397,0,2024-07-08 12:58:14,indonesia butuh acara berkelas,,positive,0.724595626620636,positive,0.9547,positive
Bikin merinding dengar prestasinya 😭,@febbymaynindaalfitri4317,0,2024-07-08 12:58:35,bikin merinding dengar prestasinya,,positive,0.6549163833465111,positive,0.9937,positive
"Indonesia tidak kekurangan orang pintar, Indonesia hanya kekurangan orang orang jujur😊",@mella_melati,2,2024-07-08 13:02:50,indonesia tidak kekurangan orang pintar indonesia hanya kekurangan orang orang jujur,,neutral,0.4515562552748459,negative,0.922,negative
Jadi terinspirasi kalo punya anak pen kek mereka .. Bismillah pny anak pintar cerdas beruntung dan sholeh sholeha... Aamiin,@AjarNur-jp8go,0,2024-07-08 13:05:17,jadi terinspirasi kalau punya anak pen kek mereka bismillah pny anak pintar cerdas beruntung dan sholeh sholeha aamiin,,neutral,0.4856258884628806,positive,0.988,positive
Acara nya sama kayak acara korea.,@amaliapratiwi2300,0,2024-07-08 13:07:03,acara nya sama seperti acara korea,,neutral,0.4825990892863291,neutral,0.9559,neutral
Vibes ny kek film the gifted Thailand,@nicaannisa0100,0,2024-07-08 13:09:48,vibes ny kek film the gifted thailand,,neutral,0.4452457693592064,neutral,0.5177,neutral
Si Ghaza ITB jurusan Wilayah &amp; Kota ga bisa bedain Heksagon dengan Pentagon? Hahaha,@authrone,1,2024-07-08 13:11:07,si ghaza itb jurusan wilayah amp kota tidak bisa bedain heksagon dengan pentagon hahaha,,neutral,0.4324485581874822,negative,0.9707,negative
Kampusku mana nih 👀,@alfiananwari5332,0,2024-07-08 13:12:19,kampusku mana nih,,neutral,0.7044355457377275,neutral,0.9833,neutral
Generasi tapera,@bayugatra212-xh4ir,0,2024-07-08 13:21:12,generasi tapera,,neutral,0.3871884920971871,neutral,0.8763,neutral
Untan ada kah?,@anissaputri6921,0,2024-07-08 13:24:48,untan ada kah,,neutral,0.7416360857111909,neutral,0.9782,neutral
Ini klo yg gapinter nonton ini bisa ngerti nggak?<br>Aku gak pinter soalnya,@UlfaZuhro,0,2024-07-08 13:31:07,ini kalau yang gapinter nonton ini bisa ngerti nggak aku tidak pinter soalnya,,negative,0.649462747671271,negative,0.9457,negative
Lumayan flimnya dan kayak edukasi untuk murid2 dan guru 2,@DwikiraniaRizki,0,2024-07-08 13:33:35,lumayan flimnya dan seperti edukasi untuk murid dan guru,,positive,0.6254263880241387,positive,0.982,positive
Gimana ya klo ilmu engineering dibuat kyak gini..,@nooraseanto2137,0,2024-07-08 13:34:17,bagaimana ya kalau ilmu engineering dibuat kyak gini,,neutral,0.4735622525571409,neutral,0.9141,neutral
Knp harus pake org korea?,@noefvon,0,2024-07-08 13:37:21,kenapa harus pake orang korea,,positive,0.5071542210522803,neutral,0.5682,neutral
Allohumma sholli&#39;alaa sayyidinaa Muhammad 🤲,@susianawati3572,0,2024-07-08 13:37:53,allohumma sholli alaa sayyidinaa muhammad,,neutral,0.4356132530075691,positive,0.8812,positive
Rindu ada acara kaya gini ditv,@puputmeyleni1167,0,2024-07-08 13:38:48,rindu ada acara kaya gini ditv,,neutral,0.4931121437389887,positive,0.7176,positive
Aku emak² nonton ini berasa butiran molekul di belah 7 😂,@ikayuntari6464,0,2024-07-08 13:39:03,aku emak² nonton ini berasa butiran molekul di belah,,neutral,0.4173665683212897,negative,0.863,negative
Yang kesini gara gara berseluyuran di tiktok ngacung😂,@ferhnbythr4169,1,2024-07-08 13:40:15,yang kesini gara gara berseluyuran di tiktok ngacung,,neutral,0.5928176644995318,neutral,0.8072,neutral
"yg bernama Yesaya dari UI , lain kali jaga mulut yaaa , sok pinter pula lg",@huiching2159,0,2024-07-08 13:42:54,yang bernama yesaya dari ui lain kali jaga mulut yaa sok pinter pula lagi,,negative,0.581462250682312,negative,0.8139,negative
Ngk pinter tapi suka nontonnya😮,@HalimaLaitupa,0,2024-07-08 13:46:22,ngk pinter tapi suka nontonnya,,positive,0.5637061388178443,positive,0.9664,positive
"Habis nonton vidio ini pikiran aku jadi 100% pengen pinter dan pengen belajar lewat bimbel ruang guru  siapa tau suatu saat nanti bisa berkembang pengetahuan aku setelah belajar melalui bimbel ruang guru ini, sebar luaskan bimbel ruang guru ini, belajar lebih semangat dan mudah dipahami lewat ruang guru_.",@angelitadela6636,2,2024-07-08 13:51:02,habis nonton vidio ini pikiran aku jadi pengen pinter dan pengen belajar lewat bimbel ruang guru siapa tau suatu saat nanti bisa berkembang pengetahuan aku setelah belajar melalui bimbel ruang guru ini sebar luaskan bimbel ruang guru ini belajar lebih semangat dan mudah dipahami lewat ruang guru_,,positive,0.6362472929100177,positive,0.9614,positive
"Komentar peserta terlalu bnyak,kyk MasterChef seharusnya lebih detail tu saat nyelesaiin soal sja",@6.niputuyunaarigiani679,1,2024-07-08 13:52:37,komentar peserta terlalu bnyak kyk masterchef seharusnya lebih detail tu saat nyelesaiin soal sja,,neutral,0.3738975770980373,negative,0.9417,negative
IBNU KAKEAN CANGKEM😅,@alfiketaren293,0,2024-07-08 13:52:45,ibnu kakean cangkem,,neutral,0.3749436820402174,neutral,0.9073,neutral
Tontonan berkualitas ya kek gini harusnya,@nilarusita6205,0,2024-07-08 13:54:14,tontonan berkualitas ya kek gini harusnya,,negative,0.615090987483312,positive,0.9841,positive
Aku yg nonton aja ikut merinding terutama di endingnya.,@ayunisalamah,0,2024-07-08 13:55:33,aku yang nonton saja ikut merinding terutama di endingnya,,positive,0.5083464834291743,positive,0.9925,positive
Terlalu sombong ko yesaya di ronde pertama,@fauzanucang2502,0,2024-07-08 13:57:07,terlalu sombong ko yesaya di ronde pertama,,neutral,0.4719828119467201,negative,0.9628,negative
KEREEENNNNNNNNNNNN,@adindamutiaranurhasanah2264,0,2024-07-08 14:00:29,kereenn,,positive,0.7366137854914205,positive,0.995,positive
Mending nyontek kalo soal nya sama semua jawaba semua sama,@futureidn8063,0,2024-07-08 14:01:34,mending nyontek kalau soal nya sama semua jawaba semua sama,,negative,0.6394283970049558,negative,0.9408,negative
Teknik sipil mewakili banget itu karakternya anak sipil,@rachmatksatria8910,0,2024-07-08 14:02:50,teknik sipil mewakili banget itu karakternya anak sipil,,positive,0.7120243796813498,positive,0.9716,positive
Yesaya katanya gampang tapi ga lolos yang round 1 😊,@ayengferry3781,0,2024-07-08 14:03:01,yesaya katanya gampang tapi tidak lolos yang round,,negative,0.6493997095407138,negative,0.9457,negative
Ada yg SD nya Negeri ga si ini,@fajrinaaismail3378,0,2024-07-08 14:09:56,ada yang sd nya negeri tidak si ini,,negative,0.7498190682411326,negative,0.6228,negative
Kenapa uni Darussalam ga dimasukin juga ya padahal banyak yg pinter pinter juga,@Wicook633,0,2024-07-08 14:14:01,kenapa uni darussalam tidak dimasukin juga ya padahal banyak yang pinter pinter juga,,negative,0.7330975612722171,negative,0.9837,negative
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1158"">19:18</a> semua polanya jumlahnya 18. Bener ga sih?",@gamerbebankeo,0,2024-07-08 14:16:04,a href semua polanya jumlahnya bener tidak sih,,negative,0.6050479318889876,neutral,0.9468,neutral
Hrusnya yg kyk gni banyak hrus d tayangin si.. Edukasi2 gni ..,@kevinardiastasyahputra2355,0,2024-07-08 14:23:07,hrusnya yang seperti gni banyak hrus d tayangin si edukasi gni,,neutral,0.4798398103835742,negative,0.6532,negative
Paling suka pas Team ITB dateng gandengan tangann ❤,@hi.imb4ck,0,2024-07-08 14:23:53,paling suka pas team itb dateng gandengan tangann,,positive,0.6743997697474073,positive,0.9677,positive
ini apa sih gays bisa jelasin g soal fyp di tiktok saya,@sarianasilalahi9652,0,2024-07-08 14:25:09,ini apa sih gays bisa jelasin g soal fyp di tiktok saya,,neutral,0.7424217989113754,neutral,0.9878,neutral
Add eng sub please❤❤,@Lonjwinnampyeon,1,2024-07-08 14:26:45,add eng sub please,,neutral,0.3555335067024471,neutral,0.8241,neutral
sangat berbobot dan bermanfaat 👍🏻👍🏻 semoga bisa menjadi motivasi anak-anak Indonesia untuk terus belajar. keren ruang guru!,@ayupuspitasari6226,0,2024-07-08 14:30:30,sangat berbobot dan bermanfaat semoga bisa menjadi motivasi anak anak indonesia untuk terus belajar keren ruang guru,,positive,0.879669798861825,positive,0.993,positive
.... ini terlalu mudah <br>............ udah lama gak ngitung aja  <br>😂😂😂😂😂😂😂😂😂😂😂😂,@333world_,0,2024-07-08 14:40:14,ini terlalu mudah sudah lama tidak ngitung saja,,negative,0.5693730045145408,negative,0.8906,negative
ITB IPK 4.00 😱,@faizalwidiarto3229,0,2024-07-08 14:41:38,itb ipk,,neutral,0.4787978036850184,neutral,0.7497,neutral
Master chef ❎<br>Master class ✅,@Alfatihlisa,0,2024-07-08 14:43:01,master chef master class,,neutral,0.4341884376445619,neutral,0.6137,neutral
GOOD JOB ALL❤,@fiyanii_chanel_5366,0,2024-07-08 14:47:28,good job all,,positive,0.5492762305875224,positive,0.9944,positive
Tiap orng punya porsi dan peranan masing2 d dunia dan with a great power comes great responsibility,@cillockcube,0,2024-07-08 14:49:16,tiap orng punya porsi dan peranan masing d dunia dan with a great power comes great responsibility,,neutral,0.490364325663556,positive,0.9848,positive
tim yg drdlu faktor &quot;untung&quot; alias bejo suka nnton anak2 pinter🎉 merapat,@agustinarizky5299,0,2024-07-08 14:50:01,tim yang drdlu faktor quot untung quot alias bejo suka nnton anak pinter merapat,,positive,0.5389775662566484,positive,0.6149,positive
"Untung udh kerja, jdi ga minder liat mereka..",@ianhuda1607,0,2024-07-08 14:53:20,untung sudah kerja jadi tidak minder liat mereka,,negative,0.7990961114677031,negative,0.8873,negative
"mrka pinter banget, pasti bimbel mrka dulu bukan ruangguru doang🙏🏼..",@tikapuuu,0,2024-07-08 14:53:35,mrka pinter banget pasti bimbel mrka dulu bukan ruangguru doang,,neutral,0.4981850798272279,negative,0.8929,negative
kayak nonton the gifted,@dindamanoppo7331,0,2024-07-08 14:56:31,seperti nonton the gifted,,neutral,0.5696615305718942,neutral,0.6756,neutral
Geregetan sama Hanif kok bisa2nya di urutan ke 22 padahal jurusan matematika ipk 4,@kritingireng,0,2024-07-08 14:58:51,geregetan sama hanif kok bisanya di urutan ke padahal jurusan matematika ipk,,negative,0.6362753483592692,negative,0.8344,negative
Merinding bgt 😍 bangga bgt liat kalian 🥰,@martinihardianti8679,0,2024-07-08 15:01:09,merinding banget bangga banget liat kalian,,positive,0.8602106562867783,positive,0.9947,positive
"Yang gagal di round pertama,, semoga udah move-on yaa dari kekecewaan nya.. Kalian sudah HEBAT, terpilih menjadi 40 peserta..dari ribuan mahasiswa. GOOD JOB!! 😊",@miramustika5411,10,2024-07-08 15:01:12,yang gagal di round pertama semoga sudah move on yaa dari kekecewaan nya kalian sudah hebat terpilih menjadi peserta dari ribuan mahasiswa good job,,positive,0.7834746723451239,positive,0.9929,positive
Keren abis,@MARWANSIREGAR-t8b,0,2024-07-08 15:03:55,keren abis,,positive,0.8244274986180112,positive,0.9955,positive
bismillah bisa,@muhammadwahyudi1382,0,2024-07-08 15:14:41,bismillah bisa,,neutral,0.4437216903673071,positive,0.8993,positive
Game edukasi nih... Mantap patut dipertahankan dan diperbanyak game spr ini,@RiyanRYOOfficial85,0,2024-07-08 15:15:45,game edukasi nih mantap patut dipertahankan dan diperbanyak game spr ini,,positive,0.6876529637035592,positive,0.9949,positive
napa muka2nya kek wibu semua yaa hahaha,@septianabdulkhohar9552,0,2024-07-08 15:18:29,napa mukanya kek wibu semua yaa hahaha,,neutral,0.36493475238733,negative,0.9731,negative
unsri mana ya,@Surren1209,0,2024-07-08 15:19:42,unsri mana ya,,neutral,0.7106008701939613,neutral,0.9795,neutral
"Mereka yang gk lolos pada nyesel ???<br>Padahal mereka orang orang pinter loh, masuk 40 besar ajah udah hebat banget loh.",@anggadwicahyadii,0,2024-07-08 15:23:40,mereka yang tidak lolos pada nyesel padahal mereka orang orang pinter loh masuk besar ajah sudah hebat banget loh,,positive,0.6083363798666873,positive,0.9898,positive
